# Generated by tools/extract-battle-net-index.py from the authenticated source table
# kind	container	destination	archive	archived-path
sound	outer	campaigns/human-exp/levelx03h-intro2.wav	install.exe	Speech\war2x\hum3_2.wav
sound	outer	campaigns/human-exp/levelx04h-intro1.wav	install.exe	Speech\war2x\hum4_1.wav
sound	outer	campaigns/human-exp/levelx04h-intro2.wav	install.exe	Speech\war2x\hum4_2.wav
sound	outer	campaigns/human-exp/levelx04h-intro3.wav	install.exe	Speech\war2x\hum4_3.wav
sound	outer	campaigns/human-exp/levelx05h-intro1.wav	install.exe	Speech\war2x\hum5_1.wav
sound	outer	campaigns/human-exp/levelx05h-intro2.wav	install.exe	Speech\war2x\hum5_2.wav
sound	outer	campaigns/human-exp/levelx06h-intro1.wav	install.exe	Speech\war2x\hum6_1.wav
sound	outer	campaigns/human-exp/levelx06h-intro2.wav	install.exe	Speech\war2x\hum6_2.wav
sound	outer	campaigns/human-exp/levelx06h-intro3.wav	install.exe	Speech\war2x\hum6_3.wav
sound	outer	campaigns/human-exp/levelx07h-intro1.wav	install.exe	Speech\war2x\hum7_1.wav
sound	outer	campaigns/human-exp/levelx07h-intro2.wav	install.exe	Speech\war2x\hum7_2.wav
sound	outer	campaigns/human-exp/levelx07h-intro3.wav	install.exe	Speech\war2x\hum7_3.wav
sound	outer	campaigns/human-exp/levelx08h-intro1.wav	install.exe	Speech\war2x\hum8_1.wav
sound	outer	campaigns/human-exp/levelx08h-intro2.wav	install.exe	Speech\war2x\hum8_2.wav
sound	outer	campaigns/human-exp/levelx09h-intro1.wav	install.exe	Speech\war2x\hum9_1.wav
sound	outer	campaigns/human-exp/levelx09h-intro2.wav	install.exe	Speech\war2x\hum9_2.wav
sound	outer	campaigns/human-exp/levelx10h-intro1.wav	install.exe	Speech\war2x\hum10_1.wav
sound	outer	campaigns/human-exp/levelx10h-intro2.wav	install.exe	Speech\war2x\hum10_2.wav
sound	outer	campaigns/human-exp/levelx10h-intro3.wav	install.exe	Speech\war2x\hum10_3.wav
sound	outer	campaigns/human-exp/levelx11h-intro1.wav	install.exe	Speech\war2x\hum11_1.wav
sound	outer	campaigns/human-exp/levelx11h-intro2.wav	install.exe	Speech\war2x\hum11_2.wav
sound	outer	campaigns/human-exp/levelx12h-intro1.wav	install.exe	Speech\war2x\hum12_1.wav
sound	outer	campaigns/human-exp/levelx12h-intro2.wav	install.exe	Speech\war2x\hum12_2.wav
sound	outer	campaigns/orc-exp/levelx01o-intro1.wav	install.exe	Speech\war2x\orc1_1.wav
sound	outer	campaigns/orc-exp/levelx01o-intro2.wav	install.exe	Speech\war2x\orc1_2.wav
sound	outer	campaigns/orc-exp/levelx01o-intro3.wav	install.exe	Speech\war2x\orc1_3.wav
sound	outer	campaigns/orc-exp/levelx02o-intro1.wav	install.exe	Speech\war2x\orc2_1.wav
sound	outer	campaigns/orc-exp/levelx02o-intro2.wav	install.exe	Speech\war2x\orc2_2.wav
sound	outer	campaigns/orc-exp/levelx03o-intro1.wav	install.exe	Speech\war2x\orc3_1.wav
sound	outer	campaigns/orc-exp/levelx03o-intro2.wav	install.exe	Speech\war2x\orc3_2.wav
sound	outer	campaigns/orc-exp/levelx04o-intro1.wav	install.exe	Speech\war2x\orc4_1.wav
sound	outer	campaigns/orc-exp/levelx04o-intro2.wav	install.exe	Speech\war2x\orc4_2.wav
sound	outer	campaigns/orc-exp/levelx05o-intro1.wav	install.exe	Speech\war2x\orc5_1.wav
sound	outer	campaigns/orc-exp/levelx05o-intro2.wav	install.exe	Speech\war2x\orc5_2.wav
sound	outer	campaigns/orc-exp/levelx06o-intro1.wav	install.exe	Speech\war2x\orc6_1.wav
sound	outer	campaigns/orc-exp/levelx06o-intro2.wav	install.exe	Speech\war2x\orc6_2.wav
sound	outer	campaigns/orc-exp/levelx07o-intro1.wav	install.exe	Speech\war2x\orc7_1.wav
sound	outer	campaigns/orc-exp/levelx07o-intro2.wav	install.exe	Speech\war2x\orc7_2.wav
sound	outer	campaigns/orc-exp/levelx07o-intro3.wav	install.exe	Speech\war2x\orc7_3.wav
sound	outer	campaigns/orc-exp/levelx08o-intro1.wav	install.exe	Speech\war2x\orc8_1.wav
sound	outer	campaigns/orc-exp/levelx09o-intro1.wav	install.exe	Speech\war2x\orc9_1.wav
sound	outer	campaigns/orc-exp/levelx09o-intro2.wav	install.exe	Speech\war2x\orc9_2.wav
sound	outer	campaigns/orc-exp/levelx10o-intro1.wav	install.exe	Speech\war2x\orc10_1.wav
sound	outer	campaigns/orc-exp/levelx10o-intro2.wav	install.exe	Speech\war2x\orc10_2.wav
sound	outer	campaigns/orc-exp/levelx10o-intro3.wav	install.exe	Speech\war2x\orc10_3.wav
sound	outer	campaigns/orc-exp/levelx11o-intro1.wav	install.exe	Speech\war2x\orc11_1.wav
sound	outer	campaigns/orc-exp/levelx11o-intro2.wav	install.exe	Speech\war2x\orc11_2.wav
sound	outer	campaigns/orc-exp/levelx12o-intro1.wav	install.exe	Speech\war2x\orc12_1.wav
sound	outer	campaigns/orc-exp/levelx12o-intro2.wav	install.exe	Speech\war2x\orc12_2.wav
sound	outer	campaigns/orc-exp/levelx12o-intro3.wav	install.exe	Speech\war2x\orc12_3.wav
text	inner	unit_names	War2Dat.mpq	rez\stat_txt.tbl
text	inner	credits	War2Dat.mpq	rez\crdt_lst.tbl
text	inner	credits-ext	War2Dat.mpq	rez\crelst2x.tbl
text	inner	credits-bne	War2Dat.mpq	rez\creditsBNE.tbl
sound	inner	sounds/human/units/alleria/annoyed/1.wav	War2Dat.mpq	Gamesfx\aleria\alpissd1.wav
sound	inner	sounds/human/units/alleria/annoyed/2.wav	War2Dat.mpq	Gamesfx\aleria\alpissd2.wav
sound	inner	sounds/human/units/alleria/annoyed/3.wav	War2Dat.mpq	Gamesfx\aleria\alpissd3.wav
sound	inner	sounds/human/units/alleria/selected/1.wav	War2Dat.mpq	Gamesfx\aleria\alwhat1.wav
sound	inner	sounds/human/units/alleria/selected/2.wav	War2Dat.mpq	Gamesfx\aleria\alwhat2.wav
sound	inner	sounds/human/units/alleria/selected/3.wav	War2Dat.mpq	Gamesfx\aleria\alwhat3.wav
sound	inner	sounds/human/units/alleria/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\aleria\alyessr1.wav
sound	inner	sounds/human/units/alleria/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\aleria\alyessr2.wav
sound	inner	sounds/human/units/alleria/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\aleria\alyessr3.wav
sound	inner	sounds/orc/buildings/goblin_alchemist.wav	War2Dat.mpq	Gamesfx\bldg\alchemst.wav
sound	inner	sounds/human/buildings/gryphon_aviary.wav	War2Dat.mpq	Gamesfx\bldg\aviary.wav
sound	inner	sounds/orc/buildings/dragon_roost.wav	War2Dat.mpq	Gamesfx\bldg\dragon.wav
sound	inner	sounds/orc/buildings/temple_of_the_damned.wav	War2Dat.mpq	Gamesfx\bldg\dthtower.wav
sound	inner	sounds/buildings/foundry.wav	War2Dat.mpq	Gamesfx\bldg\foundry.wav
sound	inner	sounds/human/buildings/church.wav	War2Dat.mpq	Gamesfx\bldg\hchant.wav
sound	inner	sounds/human/buildings/farm.wav	War2Dat.mpq	Gamesfx\bldg\hfarm.wav
sound	inner	sounds/human/buildings/gnomish_inventor.wav	War2Dat.mpq	Gamesfx\bldg\inventor.wav
sound	inner	sounds/buildings/lumbermill.wav	War2Dat.mpq	Gamesfx\bldg\lumbmill.wav
sound	inner	sounds/neutral/buildings/gold_mine.wav	War2Dat.mpq	Gamesfx\bldg\mine.wav
sound	inner	sounds/orc/buildings/altar_of_storms.wav	War2Dat.mpq	Gamesfx\bldg\ochant.wav
sound	inner	sounds/orc/buildings/pig_farm.wav	War2Dat.mpq	Gamesfx\bldg\ofarm.wav
sound	inner	sounds/orc/buildings/ogre_mound.wav	War2Dat.mpq	Gamesfx\bldg\ogrecamp.wav
sound	inner	sounds/buildings/oil_platform.wav	War2Dat.mpq	Gamesfx\bldg\oilplat.wav
sound	inner	sounds/buildings/oil_refinery.wav	War2Dat.mpq	Gamesfx\bldg\oilrefin.wav
sound	inner	sounds/buildings/shipyard.wav	War2Dat.mpq	Gamesfx\bldg\shipbell.wav
sound	inner	sounds/buildings/blacksmith.wav	War2Dat.mpq	Gamesfx\bldg\smith.wav
sound	inner	sounds/human/buildings/stables.wav	War2Dat.mpq	Gamesfx\bldg\stables.wav
sound	inner	sounds/human/buildings/mage_tower.wav	War2Dat.mpq	Gamesfx\bldg\wzrdtowr.wav
sound	inner	sounds/human/units/danath/annoyed/1.wav	War2Dat.mpq	Gamesfx\danath\dnpisd1.wav
sound	inner	sounds/human/units/danath/annoyed/2.wav	War2Dat.mpq	Gamesfx\danath\dnpisd2.wav
sound	inner	sounds/human/units/danath/annoyed/3.wav	War2Dat.mpq	Gamesfx\danath\dnpisd3.wav
sound	inner	sounds/human/units/danath/selected/1.wav	War2Dat.mpq	Gamesfx\danath\dnwhat1.wav
sound	inner	sounds/human/units/danath/selected/2.wav	War2Dat.mpq	Gamesfx\danath\dnwhat2.wav
sound	inner	sounds/human/units/danath/selected/3.wav	War2Dat.mpq	Gamesfx\danath\dnwhat3.wav
sound	inner	sounds/human/units/danath/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\danath\dnyessr1.wav
sound	inner	sounds/human/units/danath/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\danath\dnyessr2.wav
sound	inner	sounds/human/units/danath/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\danath\dnyessr3.wav
sound	inner	sounds/orc/units/death_knight/annoyed/1.wav	War2Dat.mpq	Gamesfx\deathknt\dkpissd1.wav
sound	inner	sounds/orc/units/death_knight/annoyed/2.wav	War2Dat.mpq	Gamesfx\deathknt\dkpissd2.wav
sound	inner	sounds/orc/units/death_knight/annoyed/3.wav	War2Dat.mpq	Gamesfx\deathknt\dkpissd3.wav
sound	inner	sounds/orc/units/death_knight/selected/1.wav	War2Dat.mpq	Gamesfx\deathknt\dkwhat1.wav
sound	inner	sounds/orc/units/death_knight/selected/2.wav	War2Dat.mpq	Gamesfx\deathknt\dkwhat2.wav
sound	inner	sounds/orc/units/death_knight/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\deathknt\dkyessr1.wav
sound	inner	sounds/orc/units/death_knight/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\deathknt\dkyessr2.wav
sound	inner	sounds/orc/units/death_knight/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\deathknt\dkyessr3.wav
sound	inner	sounds/orc/units/death_knight/ready.wav	War2Dat.mpq	Gamesfx\deathknt\dkready.wav
sound	inner	sounds/orc/units/deathwing/annoyed/1.wav	War2Dat.mpq	Gamesfx\deathwng\depissd1.wav
sound	inner	sounds/orc/units/deathwing/annoyed/2.wav	War2Dat.mpq	Gamesfx\deathwng\depissd2.wav
sound	inner	sounds/orc/units/deathwing/annoyed/3.wav	War2Dat.mpq	Gamesfx\deathwng\depissd3.wav
sound	inner	sounds/orc/units/deathwing/selected/1.wav	War2Dat.mpq	Gamesfx\deathwng\dewhat1.wav
sound	inner	sounds/orc/units/deathwing/selected/2.wav	War2Dat.mpq	Gamesfx\deathwng\dewhat2.wav
sound	inner	sounds/orc/units/deathwing/selected/3.wav	War2Dat.mpq	Gamesfx\deathwng\dewhat3.wav
sound	inner	sounds/orc/units/deathwing/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\deathwng\deyessr1.wav
sound	inner	sounds/orc/units/deathwing/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\deathwng\deyessr2.wav
sound	inner	sounds/orc/units/deathwing/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\deathwng\deyessr3.wav
sound	inner	sounds/orc/units/dentarg/annoyed/1.wav	War2Dat.mpq	Gamesfx\dentarg\odpissd1.wav
sound	inner	sounds/orc/units/dentarg/annoyed/2.wav	War2Dat.mpq	Gamesfx\dentarg\odpissd2.wav
sound	inner	sounds/orc/units/dentarg/annoyed/3.wav	War2Dat.mpq	Gamesfx\dentarg\odpissd3.wav
sound	inner	sounds/orc/units/dentarg/selected/1.wav	War2Dat.mpq	Gamesfx\dentarg\odwhat1.wav
sound	inner	sounds/orc/units/dentarg/selected/2.wav	War2Dat.mpq	Gamesfx\dentarg\odwhat2.wav
sound	inner	sounds/orc/units/dentarg/selected/3.wav	War2Dat.mpq	Gamesfx\dentarg\odwhat3.wav
sound	inner	sounds/orc/units/dentarg/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\dentarg\odyessr1.wav
sound	inner	sounds/orc/units/dentarg/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\dentarg\odyessr2.wav
sound	inner	sounds/orc/units/dentarg/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\dentarg\odyessr3.wav
sound	inner	sounds/orc/units/dragon/selected/1.wav	War2Dat.mpq	Gamesfx\dragon\drwhat.wav
sound	inner	sounds/orc/units/dragon/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\dragon\dryessr1.wav
sound	inner	sounds/orc/units/dragon/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\dragon\dryessr2.wav
sound	inner	sounds/orc/units/dragon/ready.wav	War2Dat.mpq	Gamesfx\dragon\drready.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/annoyed/1.wav	War2Dat.mpq	Gamesfx\dwarf\dwpissd1.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/annoyed/2.wav	War2Dat.mpq	Gamesfx\dwarf\dwpissd2.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/annoyed/3.wav	War2Dat.mpq	Gamesfx\dwarf\dwpissd3.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/selected/1.wav	War2Dat.mpq	Gamesfx\dwarf\dwhat1.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/selected/2.wav	War2Dat.mpq	Gamesfx\dwarf\dwhat2.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\dwarf\dwyessr1.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\dwarf\dwyessr2.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\dwarf\dwyessr3.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\dwarf\dwyessr4.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/acknowledgement/5.wav	War2Dat.mpq	Gamesfx\dwarf\dwyessr5.wav
sound	inner	sounds/human/units/dwarven_demolition_squad/ready.wav	War2Dat.mpq	Gamesfx\dwarf\dwready.wav
sound	inner	sounds/human/units/elven_archer-ranger/annoyed/1.wav	War2Dat.mpq	Gamesfx\elves\epissed1.wav
sound	inner	sounds/human/units/elven_archer-ranger/annoyed/2.wav	War2Dat.mpq	Gamesfx\elves\epissed2.wav
sound	inner	sounds/human/units/elven_archer-ranger/annoyed/3.wav	War2Dat.mpq	Gamesfx\elves\epissed3.wav
sound	inner	sounds/human/units/elven_archer-ranger/selected/1.wav	War2Dat.mpq	Gamesfx\elves\ewhat1.wav
sound	inner	sounds/human/units/elven_archer-ranger/selected/2.wav	War2Dat.mpq	Gamesfx\elves\ewhat2.wav
sound	inner	sounds/human/units/elven_archer-ranger/selected/3.wav	War2Dat.mpq	Gamesfx\elves\ewhat3.wav
sound	inner	sounds/human/units/elven_archer-ranger/selected/4.wav	War2Dat.mpq	Gamesfx\elves\ewhat4.wav
sound	inner	sounds/human/units/elven_archer-ranger/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\elves\eyessir1.wav
sound	inner	sounds/human/units/elven_archer-ranger/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\elves\eyessir2.wav
sound	inner	sounds/human/units/elven_archer-ranger/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\elves\eyessir3.wav
sound	inner	sounds/human/units/elven_archer-ranger/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\elves\eyessir4.wav
sound	inner	sounds/human/units/elven_archer-ranger/ready.wav	War2Dat.mpq	Gamesfx\elves\eready.wav
sound	inner	sounds/human/units/gnomish_flying_machine/annoyed/1.wav	War2Dat.mpq	Gamesfx\gnome\gnpissd1.wav
sound	inner	sounds/human/units/gnomish_flying_machine/annoyed/2.wav	War2Dat.mpq	Gamesfx\gnome\gnpissd2.wav
sound	inner	sounds/human/units/gnomish_flying_machine/annoyed/3.wav	War2Dat.mpq	Gamesfx\gnome\gnpissd3.wav
sound	inner	sounds/human/units/gnomish_flying_machine/annoyed/4.wav	War2Dat.mpq	Gamesfx\gnome\gnpissd4.wav
sound	inner	sounds/human/units/gnomish_flying_machine/annoyed/5.wav	War2Dat.mpq	Gamesfx\gnome\gnpissd5.wav
sound	inner	sounds/human/units/gnomish_flying_machine/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\gnome\gnyessr1.wav
sound	inner	sounds/human/units/gnomish_flying_machine/ready.wav	War2Dat.mpq	Gamesfx\gnome\gnready.wav
sound	inner	sounds/orc/units/goblin_sappers/annoyed/1.wav	War2Dat.mpq	Gamesfx\goblin\gopissd1.wav
sound	inner	sounds/orc/units/goblin_sappers/annoyed/2.wav	War2Dat.mpq	Gamesfx\goblin\gopissd2.wav
sound	inner	sounds/orc/units/goblin_sappers/annoyed/3.wav	War2Dat.mpq	Gamesfx\goblin\gopissd3.wav
sound	inner	sounds/orc/units/goblin_sappers/selected/1.wav	War2Dat.mpq	Gamesfx\goblin\gowhat1.wav
sound	inner	sounds/orc/units/goblin_sappers/selected/2.wav	War2Dat.mpq	Gamesfx\goblin\gowhat2.wav
sound	inner	sounds/orc/units/goblin_sappers/selected/3.wav	War2Dat.mpq	Gamesfx\goblin\gowhat3.wav
sound	inner	sounds/orc/units/goblin_sappers/selected/4.wav	War2Dat.mpq	Gamesfx\goblin\gowhat4.wav
sound	inner	sounds/orc/units/goblin_sappers/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\goblin\goyessr1.wav
sound	inner	sounds/orc/units/goblin_sappers/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\goblin\goyessr2.wav
sound	inner	sounds/orc/units/goblin_sappers/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\goblin\goyessr3.wav
sound	inner	sounds/orc/units/goblin_sappers/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\goblin\goyessr4.wav
sound	inner	sounds/orc/units/goblin_sappers/ready.wav	War2Dat.mpq	Gamesfx\goblin\goready.wav
sound	inner	sounds/human/units/gryphon_rider/selected/1.wav	War2Dat.mpq	Gamesfx\griffon\grwhat.wav
sound	inner	sounds/human/units/gryphon_rider/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\griffon\griffon1.wav
sound	inner	sounds/human/units/gryphon_rider/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\griffon\griffon2.wav
sound	inner	sounds/human/units/gryphon_rider/ready.wav	War2Dat.mpq	Gamesfx\griffon\griffon1.wav
sound	inner	sounds/orc/units/grom_hellscream/annoyed/1.wav	War2Dat.mpq	Gamesfx\grom\grpissd1.wav
sound	inner	sounds/orc/units/grom_hellscream/annoyed/2.wav	War2Dat.mpq	Gamesfx\grom\grpissd2.wav
sound	inner	sounds/orc/units/grom_hellscream/annoyed/3.wav	War2Dat.mpq	Gamesfx\grom\grpissd3.wav
sound	inner	sounds/orc/units/grom_hellscream/selected/1.wav	War2Dat.mpq	Gamesfx\grom\grwhat1.wav
sound	inner	sounds/orc/units/grom_hellscream/selected/2.wav	War2Dat.mpq	Gamesfx\grom\grwhat2.wav
sound	inner	sounds/orc/units/grom_hellscream/selected/3.wav	War2Dat.mpq	Gamesfx\grom\grwhat3.wav
sound	inner	sounds/orc/units/grom_hellscream/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\grom\gryessr1.wav
sound	inner	sounds/orc/units/grom_hellscream/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\grom\gryessr2.wav
sound	inner	sounds/orc/units/grom_hellscream/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\grom\gryessr3.wav
sound	inner	sounds/human/basic_voices/dead.wav	War2Dat.mpq	Gamesfx\human\hdead.wav
sound	inner	sounds/human/basic_voices/help/1.wav	War2Dat.mpq	Gamesfx\human\hhelp1.wav
sound	inner	sounds/human/basic_voices/help/2.wav	War2Dat.mpq	Gamesfx\human\hhelp2.wav
sound	inner	sounds/human/basic_voices/annoyed/1.wav	War2Dat.mpq	Gamesfx\human\hpissed1.wav
sound	inner	sounds/human/basic_voices/annoyed/2.wav	War2Dat.mpq	Gamesfx\human\hpissed2.wav
sound	inner	sounds/human/basic_voices/annoyed/3.wav	War2Dat.mpq	Gamesfx\human\hpissed3.wav
sound	inner	sounds/human/basic_voices/annoyed/4.wav	War2Dat.mpq	Gamesfx\human\hpissed4.wav
sound	inner	sounds/human/basic_voices/annoyed/5.wav	War2Dat.mpq	Gamesfx\human\hpissed5.wav
sound	inner	sounds/human/basic_voices/annoyed/6.wav	War2Dat.mpq	Gamesfx\human\hpissed6.wav
sound	inner	sounds/human/basic_voices/annoyed/7.wav	War2Dat.mpq	Gamesfx\human\hpissed7.wav
sound	inner	sounds/human/basic_voices/ready.wav	War2Dat.mpq	Gamesfx\human\hready.wav
sound	inner	sounds/human/basic_voices/selected/1.wav	War2Dat.mpq	Gamesfx\human\hwhat1.wav
sound	inner	sounds/human/basic_voices/selected/2.wav	War2Dat.mpq	Gamesfx\human\hwhat2.wav
sound	inner	sounds/human/basic_voices/selected/3.wav	War2Dat.mpq	Gamesfx\human\hwhat3.wav
sound	inner	sounds/human/basic_voices/selected/4.wav	War2Dat.mpq	Gamesfx\human\hwhat4.wav
sound	inner	sounds/human/basic_voices/selected/5.wav	War2Dat.mpq	Gamesfx\human\hwhat5.wav
sound	inner	sounds/human/basic_voices/selected/6.wav	War2Dat.mpq	Gamesfx\human\hwhat6.wav
sound	inner	sounds/human/basic_voices/work_complete.wav	War2Dat.mpq	Gamesfx\human\hwrkdone.wav
sound	inner	sounds/human/units/peasant/work_complete.wav	War2Dat.mpq	Gamesfx\peasant\pswrkdon.wav
sound	inner	sounds/human/basic_voices/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\human\hyessir1.wav
sound	inner	sounds/human/basic_voices/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\human\hyessir2.wav
sound	inner	sounds/human/basic_voices/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\human\hyessir3.wav
sound	inner	sounds/human/basic_voices/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\human\hyessir4.wav
sound	inner	sounds/orc/units/korgath_bladefist/annoyed/1.wav	War2Dat.mpq	Gamesfx\kargath\kapissd1.wav
